contract_path,attack_vectors,primary_vector,root_cause,confidence,model,classified_at,error
src/test/2021-08/XSURGE_exp.sol,"AV04,AV20",AV04,The exploit relies on a flash loan to manipulate the liquidity pool and extract funds.,0.9,gpt-4o-mini,2026-06-27T03:40:38.380572+00:00,
src/test/2021-09/DaoMaker_exp.sol,"AV14,AV03",AV14,"The contract's init function is unprotected, allowing an attacker to reinitialize it and gain ownership.",0.9,gpt-4o-mini,2026-06-27T03:40:38.701897+00:00,
src/test/2021-09/Nimbus_exp.sol,"AV05,AV15",AV05,Flawed accounting logic leads to inconsistent value handling in the exploit function.,0.85,gpt-4o-mini,2026-06-27T03:40:38.844492+00:00,
src/test/2021-09/NowSwap_exp.sol,"AV05,AV15",AV05,Flawed accounting logic leads to inconsistent value handling in the swap function.,0.85,gpt-4o-mini,2026-06-27T03:40:38.923815+00:00,
src/test/2021-09/Sushimiso_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the DutchAuction contract's state and extract funds.,0.9,gpt-4o-mini,2026-06-27T03:40:39.590025+00:00,
src/test/2021-09/ZABU_exp.sol,"AV02,AV04",AV02,The exploit manipulates price oracles to execute profitable swaps and withdrawals at incorrect prices.,0.9,gpt-4o-mini,2026-06-27T03:40:39.640765+00:00,
src/test/2021-10/Cream_2_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price of assets through a series of transactions enabled by a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:40:39.678860+00:00,
src/test/2021-10/IndexedFinance_exp.sol,"AV02,AV04,AV05",AV02,The exploit manipulates the price oracle to borrow tokens at incorrect valuations.,0.9,gpt-4o-mini,2026-06-27T03:40:39.865435+00:00,
src/test/2021-11/Mono_exp.sol,"AV05,AV15,AV20",AV05,"The exploit relies on flawed logic in liquidity removal and token swaps, allowing for manipulation of token balances.",0.85,gpt-4o-mini,2026-06-27T03:40:39.989898+00:00,
src/test/2021-11/Ploutoz_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price of DOP through multiple swaps to borrow assets at an inflated value.,0.9,gpt-4o-mini,2026-06-27T03:40:40.570774+00:00,
src/test/2021-12/Grim_exp.sol,"AV01,AV04",AV01,The exploit leverages a reentrancy vulnerability in the GrimBoostVault's depositFor function.,0.9,gpt-4o-mini,2026-06-27T03:40:40.590033+00:00,
src/test/2021-12/NerveBridge_exp.sol,"AV04,AV02",AV02,The exploit manipulates the price during swaps using a flash loan to profit from incorrect pricing.,0.9,gpt-4o-mini,2026-06-27T03:40:40.671732+00:00,
src/test/2021-12/Visor_exp.sol,"AV03,AV06",AV03,"The contract lacks proper access control, allowing unauthorized calls to critical functions.",0.85,gpt-4o-mini,2026-06-27T03:40:40.772201+00:00,
src/test/2022-01/Anyswap_exp.sol,AV07,AV07,The exploit relies on signature replay abuse to manipulate token transfers.,0.9,gpt-4o-mini,2026-06-27T03:40:40.831865+00:00,
src/test/2022-01/Qubit_exp.sol,"AV03,AV04",AV03,Missing or broken access control allows unauthorized deposits to be made by the attacker.,0.85,gpt-4o-mini,2026-06-27T03:40:41.697599+00:00,
src/test/2022-02/BuildF_exp.sol,"AV03,AV07",AV03,Missing or broken access control allows unauthorized proposal and execution of governance actions.,0.9,gpt-4o-mini,2026-06-27T03:40:41.726390+00:00,
src/test/2022-02/Meter_exp.sol,"AV06,AV04",AV06,"The exploit relies on a user-controlled external call to manipulate token swaps, enabling theft.",0.85,gpt-4o-mini,2026-06-27T03:40:41.973778+00:00,
src/test/2022-02/Sandbox_exp.sol,"AV03,AV05",AV03,"The _burn function is publicly accessible, allowing anyone to burn NFTs from any user's account without proper access control.",0.9,gpt-4o-mini,2026-06-27T03:40:42.088158+00:00,
src/test/2022-02/TecraSpace_exp.sol,"AV02,AV20",AV02,"The exploit manipulates the token price through a series of swaps and burns, allowing the attacker to extract value at an incorrect price.",0.9,gpt-4o-mini,2026-06-27T03:40:42.143036+00:00,
src/test/2022-03/Agave_exp.sol,"AV02,AV04,AV01",AV02,The exploit manipulates the liquidation process by altering the time and block number to trigger a liquidation at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:40:42.593684+00:00,
src/test/2022-03/Auctus_exp.sol,"AV03,AV07,AV04",AV03,Missing access control allows unauthorized transfer of USDC from another account.,0.85,gpt-4o-mini,2026-06-27T03:40:42.750777+00:00,
src/test/2022-03/Bacon_exp.sol,"AV04,AV02,AV05",AV02,The exploit manipulates the price during a swap to gain an unfair advantage in lending and redeeming tokens.,0.9,gpt-4o-mini,2026-06-27T03:40:43.373436+00:00,
src/test/2022-03/CompoundTusd_exp.sol,"AV03,AV06",AV03,"The exploit takes advantage of missing access control in the sweepToken function, allowing unauthorized token transfers.",0.9,gpt-4o-mini,2026-06-27T03:40:43.498469+00:00,
src/test/2022-03/Fantasm_exp.sol,"AV05,AV19",AV05,Flawed accounting in the mint function allows for excessive token minting due to a decimal error.,0.9,gpt-4o-mini,2026-06-27T03:40:43.544836+00:00,
src/test/2022-03/HundredFinance_exp.sol,"AV01,AV04",AV01,The exploit leverages reentrancy through ERC667 token hooks to manipulate the contract state before updates.,0.9,gpt-4o-mini,2026-06-27T03:40:43.582254+00:00,
src/test/2022-03/LiFi_exp.sol,"AV06,AV07,AV04",AV06,"The contract allows arbitrary external calls, enabling the attacker to exploit infinite approvals for fund transfers.",0.9,gpt-4o-mini,2026-06-27T03:40:43.656782+00:00,
src/test/2022-03/OneRing_exp.sol,"AV04,AV17",AV04,The exploit relies on a flash loan to manipulate the liquidity pool and execute a series of transactions that result in profit.,0.9,gpt-4o-mini,2026-06-27T03:40:43.913502+00:00,
src/test/2022-03/Paraluni_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate liquidity and extract funds from the protocol.,0.85,gpt-4o-mini,2026-06-27T03:40:44.308695+00:00,
src/test/2022-03/RedactedCartel_exp.sol,"AV03,AV07",AV03,"The exploit bypasses the 'onlyAuthorisedOperators' access control modifier, allowing unauthorized transfers.",0.9,gpt-4o-mini,2026-06-27T03:40:44.475914+00:00,
src/test/2022-03/Revest_exp.sol,"AV04,AV05,AV01",AV04,The exploit relies on a flash loan to manipulate the balance and withdraw funds improperly.,0.9,gpt-4o-mini,2026-06-27T03:40:45.009075+00:00,
src/test/2022-03/Ronin_exp.sol,"AV07,AV03",AV07,The exploit relies on replaying signatures to withdraw tokens without proper validation.,0.9,gpt-4o-mini,2026-06-27T03:40:45.170150+00:00,
src/test/2022-03/TreasureDAO_exp.sol,"AV01,AV05",AV01,The exploit re-enters the protocol via the onERC721Received callback before state updates occur.,0.9,gpt-4o-mini,2026-06-27T03:40:45.273332+00:00,
src/test/2022-03/Umbrella_exp.sol,"AV08,AV05",AV08,The contract suffers from an arithmetic underflow due to improper handling of token balances during withdrawal.,0.9,gpt-4o-mini,2026-06-27T03:40:45.342318+00:00,
src/test/2022-04/AkutarNFT_exp.sol,"AV05,AV03",AV05,The contract lacks proper checks to prevent denial of service and incorrect fund claims due to flawed logic.,0.9,gpt-4o-mini,2026-06-27T03:40:45.359670+00:00,
src/test/2022-04/Beanstalk_exp.sol,"AV04,AV05,AV03",AV04,The exploit relies on a flash loan to manipulate liquidity and execute unauthorized actions within the protocol.,0.9,gpt-4o-mini,2026-06-27T03:40:45.603014+00:00,
src/test/2022-04/Elephant_Money_exp.sol,"AV04,AV05,AV19",AV04,"The exploit relies on a flash loan to manipulate token swaps and minting, leading to incorrect fee calculations.",0.9,gpt-4o-mini,2026-06-27T03:40:46.269906+00:00,
src/test/2022-04/Gym_1_exp.sol,"AV04,AV10,AV19",AV04,"The exploit relies on a flash loan to manipulate token swaps and liquidity, leading to profit extraction.",0.9,gpt-4o-mini,2026-06-27T03:40:46.498661+00:00,
src/test/2022-04/Rari_exp.sol,"AV04,AV02",AV02,The exploit manipulates the borrowing process by leveraging a flash loan to mint tokens at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:40:46.644690+00:00,
src/test/2022-04/Rikkei_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to borrow assets at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:40:46.828285+00:00,
src/test/2022-04/Saddle_exp.sol,"AV04,AV05,AV20",AV04,The exploit relies on a flash loan to manipulate token swaps and extract value from the liquidity pool.,0.9,gpt-4o-mini,2026-06-27T03:40:47.295055+00:00,
src/test/2022-04/Wdoge_exp.sol,"AV20,AV04",AV20,The exploit manipulates liquidity pool balances to extract value through a series of swaps and skims.,0.9,gpt-4o-mini,2026-06-27T03:40:47.636138+00:00,
src/test/2022-04/Zeed_exp.sol,"AV02,AV20",AV02,The exploit manipulates the price oracle to execute profitable swaps at incorrect prices.,0.9,gpt-4o-mini,2026-06-27T03:40:48.267685+00:00,
src/test/2022-04/cftoken_exp.sol,"AV17,AV05",AV17,Malicious logic in the transfer hook allows for excessive token transfer without proper checks.,0.9,gpt-4o-mini,2026-06-27T03:40:48.517185+00:00,
src/test/2022-04/deus_exp.sol,"AV02,AV04,AV19",AV02,"The exploit manipulates the price oracle to borrow at an incorrect price, enabling profit extraction.",0.85,gpt-4o-mini,2026-06-27T03:40:48.551883+00:00,
src/test/2022-05/Bayc_apecoin_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the NFTXVault and claim APE tokens unfairly.,0.9,gpt-4o-mini,2026-06-27T03:40:48.617731+00:00,
src/test/2022-05/FortressLoans_exp.sol,"AV03,AV04,AV12",AV03,"The attack exploits missing access control in the governance proposal process, allowing unauthorized users to create and vote on proposals.",0.9,gpt-4o-mini,2026-06-27T03:40:48.712724+00:00,
src/test/2022-05/HackDao_exp.sol,"AV02,AV04,AV20",AV02,The exploit manipulates the price oracle to execute trades at incorrect prices using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:40:48.819139+00:00,
src/test/2022-05/Novo_exp.sol,"AV02,AV04,AV20",AV02,The attacker manipulates the price of NOVO/WBNB by exploiting the liquidity pool and using a flash loan to profit from the price discrepancy.,0.9,gpt-4o-mini,2026-06-27T03:40:49.109020+00:00,
src/test/2022-06/Discover_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the state of the protocol and execute unauthorized actions.,0.9,gpt-4o-mini,2026-06-27T03:40:49.844724+00:00,
src/test/2022-06/Gym_2_exp.sol,"AV05,AV15",AV05,Flawed logic in the deposit and withdrawal process allows for manipulation of the pool's balance.,0.85,gpt-4o-mini,2026-06-27T03:40:49.859494+00:00,
src/test/2022-06/Harmony_multisig_exp.sol,"AV12,AV03",AV12,The attack exploits a compromised private key in a multisig wallet setup.,0.9,gpt-4o-mini,2026-06-27T03:40:49.926833+00:00,
src/test/2022-06/InverseFinance_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to borrow and swap assets at incorrect prices using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:40:50.001602+00:00,
src/test/2022-06/Optimism_exp.sol,"AV09,AV03",AV09,The exploit relies on an unprotected proxy upgrade allowing the attacker to create a malicious contract.,0.85,gpt-4o-mini,2026-06-27T03:40:50.221430+00:00,
src/test/2022-06/Snood_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute a profitable swap at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:40:50.271754+00:00,
src/test/2022-06/XCarnival_exp.sol,"AV06,AV03,AV04",AV06,"The exploit allows user-controlled calls to external contracts, enabling theft of assets.",0.85,gpt-4o-mini,2026-06-27T03:40:50.597087+00:00,
src/test/2022-07/Audius_exp.sol,"AV14,AV03",AV14,"The contract allows unprotected initialization, enabling an attacker to set critical parameters and gain control.",0.9,gpt-4o-mini,2026-06-27T03:40:50.660404+00:00,
src/test/2022-07/FlippazOne_exp.sol,"AV03,AV06",AV03,Missing access control allows unauthorized withdrawal of funds from the contract.,0.9,gpt-4o-mini,2026-06-27T03:40:51.291943+00:00,
src/test/2022-07/LPC_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle by using a flash loan to borrow LPC reserves and execute a series of self-transfers.,0.9,gpt-4o-mini,2026-06-27T03:40:51.449380+00:00,
src/test/2022-07/Omni_exp.sol,"AV04,AV05,AV19",AV04,The exploit relies on a flash loan to manipulate token balances and execute unauthorized transactions.,0.9,gpt-4o-mini,2026-06-27T03:40:51.469426+00:00,
src/test/2022-07/Quixotic_exp.sol,"AV07,AV05",AV07,"The exploit relies on bypassing signature validation for a sell order, allowing unauthorized transactions.",0.9,gpt-4o-mini,2026-06-27T03:40:51.823236+00:00,
src/test/2022-07/SpaceGodzilla_exp.sol,"AV02,AV04",AV02,"The exploit manipulates the price oracle to execute profitable swaps and transfers, leveraging flash loans for capital.",0.9,gpt-4o-mini,2026-06-27T03:40:51.941704+00:00,
src/test/2022-08/ANCH_exp.sol,"AV04,AV20",AV20,The exploit manipulates the liquidity pool by using a flash loan to perform a series of swaps that distort the pool's balance.,0.9,gpt-4o-mini,2026-06-27T03:40:52.437003+00:00,
src/test/2022-08/Circle_exp1.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the Maker protocol's collateralization and borrowing logic.,0.9,gpt-4o-mini,2026-06-27T03:40:52.626495+00:00,
src/test/2022-08/Circle_exp2.sol,"AV04,AV02",AV02,The exploit manipulates the price oracle to borrow at an incorrect price using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:40:52.904973+00:00,
src/test/2022-08/DDC_exp.sol,"AV02,AV20,AV15",AV02,The exploit manipulates the liquidity pool's reserves to execute trades at incorrect prices.,0.9,gpt-4o-mini,2026-06-27T03:40:52.928460+00:00,
src/test/2022-08/EGD_Finance_exp.sol,"AV02,AV04",AV02,The attacker manipulates the price oracle to exploit the EGD Finance protocol for profit.,0.9,gpt-4o-mini,2026-06-27T03:40:53.113882+00:00,
src/test/2022-08/EtnProduct_exp.sol,"AV04,AV05",AV04,"The exploit relies on a flash loan to manipulate token swaps and mint new products, leading to financial loss.",0.9,gpt-4o-mini,2026-06-27T03:40:53.245832+00:00,
src/test/2022-08/LuckyTiger_exp.sol,"AV03,AV06",AV03,Missing access control allows unauthorized minting of NFTs.,0.8,gpt-4o-mini,2026-06-27T03:40:53.335272+00:00,
src/test/2022-08/NomadBridge_exp.sol,"AV11,AV07",AV11,Attackers can replay transaction calldata to manipulate the bridge and claim funds.,0.9,gpt-4o-mini,2026-06-27T03:40:53.919539+00:00,
src/test/2022-08/Qixi_exp.sol,"AV02,AV04,AV19",AV02,The attacker manipulated the price in the liquidity pool to exploit the swap function.,0.9,gpt-4o-mini,2026-06-27T03:40:54.078382+00:00,
src/test/2022-08/ReaperFarm_exp.sol,"AV05,AV19",AV05,The exploit relies on flawed logic in the redeem function allowing the attacker to redeem the victim's shares without proper checks.,0.9,gpt-4o-mini,2026-06-27T03:40:54.140983+00:00,
src/test/2022-08/XST_exp.sol,"AV02,AV04,AV20",AV02,"The exploit manipulates the price oracle to execute swaps at incorrect prices, leveraging flash loans for liquidity.",0.9,gpt-4o-mini,2026-06-27T03:40:54.215667+00:00,
src/test/2022-08/XST_exp2.sol,"AV02,AV20",AV02,"The exploit manipulates the price oracle to execute profitable swaps, leading to liquidity pool manipulation.",0.9,gpt-4o-mini,2026-06-27T03:40:54.577892+00:00,
src/test/2022-09/BNB48MEVBot_exp.sol,"AV13,AV04",AV13,The exploit relies on transaction ordering and manipulation of the mempool to profit from the swaps.,0.9,gpt-4o-mini,2026-06-27T03:40:54.583832+00:00,
src/test/2022-09/BXH_exp.sol,"AV04,AV06",AV04,The exploit relies on a flash loan to manipulate token balances and execute unauthorized transactions.,0.9,gpt-4o-mini,2026-06-27T03:40:54.765007+00:00,
src/test/2022-09/BadGuysbyRPF_exp.sol,"AV03,AV04",AV03,Missing access control allows unauthorized minting of NFTs.,0.85,gpt-4o-mini,2026-06-27T03:40:54.914653+00:00,
src/test/2022-09/DPC_exp.sol,"AV10,AV05,AV19",AV10,The exploit takes advantage of a fee-on-transfer token logic that assumes the transfer amount equals the balance delta.,0.85,gpt-4o-mini,2026-06-27T03:40:55.595881+00:00,
src/test/2022-09/MEVbadc0de_exp.sol,"AV13,AV06",AV13,The exploit relies on transaction ordering and manipulation of the MEV bot's operations to drain funds.,0.9,gpt-4o-mini,2026-06-27T03:40:55.781627+00:00,
src/test/2022-09/NXUSD_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to borrow and liquidate at incorrect prices using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:40:56.025828+00:00,
src/test/2022-09/NewFreeDAO_exp.sol,"AV04,AV03",AV04,The exploit relies on a flash loan to manipulate the reward contract without proper access control checks.,0.9,gpt-4o-mini,2026-06-27T03:40:56.056994+00:00,
src/test/2022-09/RADT_exp.sol,"AV04,AV19",AV04,The exploit relies on a flash loan to manipulate token swaps and liquidity pool balances.,0.9,gpt-4o-mini,2026-06-27T03:40:56.111431+00:00,
src/test/2022-09/ROI_exp.sol,"AV03,AV04",AV03,Broken access control allows the attacker to manipulate critical parameters and exploit the protocol.,0.9,gpt-4o-mini,2026-06-27T03:40:56.243467+00:00,
src/test/2022-09/Shadowfi_exp.sol,"AV10,AV15,AV19",AV10,"The exploit takes advantage of fee-on-transfer tokens, leading to incorrect balance calculations during swaps.",0.85,gpt-4o-mini,2026-06-27T03:40:56.325730+00:00,
src/test/2022-09/THB_exp.sol,"AV01,AV05,AV04",AV01,The exploit leverages reentrancy through the onERC721Received callback to claim rewards multiple times before state updates.,0.9,gpt-4o-mini,2026-06-27T03:40:56.583035+00:00,
src/test/2022-09/Yyds_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute a profitable swap at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:40:57.086581+00:00,
src/test/2022-09/ZoomproFinance_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to profit from a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:40:57.255532+00:00,
src/test/2022-10/ATK_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to execute a swap at an incorrect price.,0.9,gpt-4o-mini,2026-06-27T03:40:57.450703+00:00,
src/test/2022-10/BEGO_exp.sol,"AV02,AV04,AV19",AV02,"The mint function allows excessive token creation, enabling manipulation of the token price during swaps.",0.9,gpt-4o-mini,2026-06-27T03:40:57.468193+00:00,
src/test/2022-10/BabySwap_exp.sol,"AV02,AV04",AV02,"The exploit manipulates the price oracle to perform swaps at incorrect prices, allowing the attacker to claim rewards unfairly.",0.9,gpt-4o-mini,2026-06-27T03:40:57.598184+00:00,
src/test/2022-10/Carrot_exp.sol,"AV03,AV06",AV03,Insufficient access control to the migrateStake function allows unauthorized ownership transfer.,0.9,gpt-4o-mini,2026-06-27T03:40:57.665875+00:00,
src/test/2022-10/EFLeverVault_exp.sol,"AV04,AV05",AV04,The exploit relies on a flash loan to manipulate the contract's balance and withdraw funds improperly.,0.9,gpt-4o-mini,2026-06-27T03:40:57.870260+00:00,
src/test/2022-10/HEALTH_exp.sol,"AV04,AV17",AV04,The exploit relies on a flash loan to manipulate token transfers and increase the price of HEALTH tokens.,0.9,gpt-4o-mini,2026-06-27T03:40:58.135813+00:00,
src/test/2022-10/HPAY_exp.sol,"AV02,AV10,AV05",AV02,"The exploit manipulates the reward withdrawal process by creating a new token and staking it, allowing the attacker to withdraw rewards at an inflated rate.",0.85,gpt-4o-mini,2026-06-27T03:40:58.243445+00:00,
src/test/2022-10/INUKO_exp.sol,"AV04,AV20",AV04,The exploit relies on flash loans to manipulate liquidity pool prices and execute trades at an advantage.,0.9,gpt-4o-mini,2026-06-27T03:40:58.609344+00:00,
src/test/2022-10/MEVa47b_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to borrow and exchange tokens at incorrect prices using a flash loan.,0.9,gpt-4o-mini,2026-06-27T03:40:58.856625+00:00,
src/test/2022-10/Market_exp.sol,"AV02,AV04",AV02,The exploit manipulates the price oracle to liquidate at an incorrect price using flash loans.,0.9,gpt-4o-mini,2026-06-27T03:40:58.905378+00:00,
src/test/2022-10/MulticallWithoutCheck_exp.sol,"AV03,AV06",AV03,Missing access control checks in the multicall function allows unauthorized transfers.,0.9,gpt-4o-mini,2026-06-27T03:40:58.968159+00:00,
